apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category
sattva anugraha,Vijayanagar,west,2,New Property,743.36,911.0,1045.0,0.92,"['Vijayanagar Metro Station', 'GT World Mall', 'Sangolli Rayanna Rd', 'NICE Ring Road (NH 48)', 'Bangalore University', ""St.Paul's School"", 'Shobha Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Taj Hotel Yeshwantpur', 'Bengaluru Golf Club', 'Dr. B R Ambedkar Stadium']","['Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'No open drainage around', 'Park', 'Security Personnel', 'Natural Light', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']",48.0,low
brigade panorama,Mysore Road,west,2,Relatively New,,942.0,,0.77,"['Kengeri Metro Station', 'MBM Square', 'Magadi Main Road', 'Marigold International School', 'Don Bosco Institute Of Technology', 'Rajarajeshwari Hospital', 'Kempegowda International Airport', 'The Garden Asia Resort', 'Wonderla Amusement Park', 'Dirt Mania Outdoor Adventures']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",0.0,low
assetz lumos,Yeshwanthpur,west,2,Relatively New,1000.0,1100.0,1334.0,1.5,"['Sandal soap factory metro station', 'Yeshwantpur Market', 'Jamia Masjid', 'Corporation bank ATM', 'Icici bank ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'Union bank ATM', 'Canara bank ATM', 'Sbi ATM', 'NU Hospitals', 'Aaroyha Mandir Hospital', 'Government Maternity Hospital', 'Ganesha Ground', 'Ista Ayurvedic', 'Sri Ranga Medicals', 'SLN medical and general stores', 'Iskcon Temple Parking', 'Hindustan Petroleum', 'Inox Cinemas', 'The Circus Canteen', 'Cafe Coffee Day', 'Sangam', 'Hotel Vande Matharam', 'Jetlag', 'Annakuta Prasadam Restaurant', 'District 6', 'You Mee', 'Rajdhani Thali', ""Nando's"", 'Cold Stone Creamery', 'The Beer Cafe', 'Vinegar', 'Cookie Man', 'High Ultra Lounge', 'Annapurna Restaurant', ""McDonald's"", 'Gelato Italiano', 'Toscano', 'KFC', 'Hatti Kaapi', 'Indian Kitchen', 'Coco Cane', 'Mainland China', 'Orchids The International School -', 'M.S.Polytechnic', ""Little Lilly's English School"", 'Mysore Fruit Products Pvt. Ltd.', 'McKinsey & Company', 'MahaLakshmi Layout CorporationSwimming Pool']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",0.0,low
pooja mandir apartments,Nagarbhavi,west,2,undefined,,1250.0,,0.58,,,0.0,low
zen indraprastha by pratham,Yeshwanthpur,west,2,undefined,,1305.0,,1.1,"['Goraguntepalya metro station', 'Yeshwantpur Market', 'Shiva Temple', 'Ganapathi Temple', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Corporation bank ATM', 'Axis bank ATM', 'Mysore Hospital', 'Dr. Srikanth Kp', 'People Tree Hospitals', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Government Maternity Hospital', 'Sun Orthopaedic center', 'Lourdes High School', 'Nandini Medicals', 'Medicine Point', 'Parking', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'HP Petrol Pump', 'Indian Oil', 'Petrol Pump', 'Reliance', 'Hindustan Petroleum', 'Lic bank', 'Canara bank', 'Andhra bank', 'Axis bank', 'Union bank', 'Icici bank', 'Bank of baroda', 'Corporation bank', 'State bank of india', 'PVR Cinemas', 'Hotel Prabha International', 'KFC', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Kadamba Fast Food', 'Neetu Kitchen', 'Dakshen Veg Restaurant', 'Samosa', 'Annapurna Restaurant', 'Hotel Madeshwara', 'L.C.R. English School', 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']",,0.0,low
new haven by tata value homes,Dasanapura,west,2,Relatively New,,636.0,708.0,0.5,"['Nagasandra Metro Station', 'Esteem Mall', 'Huskur Road', 'DPS Bangalore West', 'Sapthagiri College of Engineering', 'Prakriya Hospitals', 'Kempegowda International Airport', 'Jaya Prakash Narayana Park', 'The Golden Palms Hotel', 'Mithra Astro Turf Cricket Ground', 'Model Village Museum']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",0.0,low
rabow nest,Muddayanapalya,west,2,Relatively New,1030.0,1224.0,,0.68,"['Shri Laxmi Narasimha Swamy Temple', 'Mata Amritanandamayi Math', 'Karnataka bank ATM', 'Icici bank ATM', 'Canara bank ATM', 'Manjunatha Dental clinic', 'Abivrud Cancer Care & Research Centre', 'Noble Dental Care', 'Ullalu Government Hospital', 'Dr. Mahesh Clinic', 'Revathi Hospital', 'Disha Kids Clinic', 'Nanjundeshwara Dental Clinic', 'Sankalpa Hospital', 'Ideal Health Care Centre', 'Anupama Hospital', 'Abhay Hospital', 'Anupama hospital', 'S.S.G. Hospital', 'Dr. Reddy ENT Care Centre', 'CIIQ', 'Sri Lakshmi Venkateshwara Medicals', 'Petrol Station', 'Shell gas station', 'Petronas CNG Gas station', 'HP petrol pump', 'Essar', 'Indian oil pump', 'Canara bank', 'Federal bank', 'State bank of india', 'Karnataka bank', 'Andhra bank', 'Corporation bank', 'Allahabad bank', 'Majushree veg', 'Sanidhi', 'Doddmane hotel', 'Indira Canteen', 'Swathi Restaurant', 'East West Institue of Technology', 'East West College of Pharmacy', 'East West College of Nursing And Management', 'Government school', 'Dr. Ambedkar Institute of Technology', 'Prajawal Nursing school', 'St. Jhons high school', 'NRI Institute', 'Orchids The International School', 'Bangalore University']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Piped-gas', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting']",0.0,low
new haven by tata value homes,Dasanapura,west,2,Relatively New,,732.0,814.0,0.45,"['Nagasandra Metro Station', 'Esteem Mall', 'Huskur Road', 'DPS Bangalore West', 'Sapthagiri College of Engineering', 'Prakriya Hospitals', 'Kempegowda International Airport', 'Jaya Prakash Narayana Park', 'The Golden Palms Hotel', 'Mithra Astro Turf Cricket Ground', 'Model Village Museum']",,0.0,low
kashi kiran mansion,Govindraja Nagar,west,2,Old,700.0,831.0,925.0,0.6,"['Prashanth Nagar Ganapati Temple', 'Corporation bank ATM', 'Chinmaya Dental Clinic', 'Hiremath Hospital', 'Sneha Horizon Hospital', 'Blooming Smiles Dental Clinic', 'Kamadhenu Hospital', 'Chethana Homeo Clinic', 'Vivus West Multi Speciality Hospital', 'Nandini Children Clinic', 'Dr. Banarji B H - Shoulder Specialist', 'Vanitha Child Care & Skin Clinic', 'Goverment Hospital Hosahalli', 'Bharathy Hospital', 'Vijayanagar ENT Care Centre', 'V P Ltd', 'Penta Care Ayurvedic Hospital', 'Happy Tooth', 'Sri Sai Dental Esthetic & Surgical Clinic', 'Dr. Satyaprakash Centre For Digestive and Liver Dise', 'Rishi Women and Child Clinic', 'Apple Dental Clinic', 'Padmavathi Hospital Bengaluru Urban', 'Dr. Nothesh Child Specialist', 'Anand Diagnostic Laboratory', 'Sri Raghavendra Medicals', 'Kottakkal Arya Vaidya Sala', 'Patanjali Arogya Kendra', 'Sri Ganesh Gandhi Medicals', 'Rishi Medicals', 'Khushal Medicals', 'Tejas Ayurvedic Center', 'Idbi bank', 'Union bank of india', 'Syndicate bank', 'Union bank of india', 'By Two Coffe', 'Amaravati Andhra Style', 'Vasudev Adigas', 'Spoorthy dosa point', 'Samudra', 'Five Star Chicken', 'The square plate', 'Ayodhya Food Line', 'Ayodhya Food Line', 'Polar Bear', 'Traffic Police Station', 'Cordial High School', 'Daily Needs Exim Pvt. Ltd.', 'Vijaynagar central library']","['Feng Shui / Vaastu Compliant', 'Water Storage']",36.0,low
ds max dsmax silicon,Kengeri,west,2,undefined,,1000.0,,0.5,"['Kengeri bus terminal metro station', 'Kengeri metro station', 'Pushpa Sadan', 'Axis bank ATM', 'Bank of baroda ATM', 'Axis bank ATM', 'Mathru Hospital - Bangalore', 'Belaku Eye Hospital', 'BGS Global Hospitals', 'Hk Hospital', 'KENGERI UPANAGARA Government Hospital', 'Adarsh Hospital', 'Shreya Hospital Bengaluru Rural', 'Adishesha Netralaya', 'Sri Annapoorneshwari Hospital', 'IEM Auditorium', 'Bangalore Fine Chemicals', 'Global Village Tech Park', 'Essar fuel', 'Indian Oil', 'Uco bank', 'Hdfc bank', 'Canara bank', 'Uco bank', 'State bank of india', 'Axis bank', 'Tea Coffee', ""Domino's Pizza"", 'Pallavi', 'royal andaaz', 'Global Village Cafeteria', 'Coffee Day', 'Sathkar Juice Centre', 'Biryani Bhavan', 'Dosa Hut', 'Sri Lakshmi Juice Center', 'Anda Ka Funda', 'Udupi Upahar', 'Biryani Katte', 'BGS Public School', 'Government school', 'SJB Institute of Technology', 'JSS Academy of Technical Education', 'Chitrakala Parishattu', 'R.V. College of Engineering', 'Gnana Bodhini Primary School', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'Kengeri railway station']",,0.0,low
brigade panorama,Mysore Road,west,2,Relatively New,751.0,948.0,1117.0,0.89,"['Kengeri Metro Station', 'MBM Square', 'Magadi Main Road', 'Marigold International School', 'Don Bosco Institute Of Technology', 'Rajarajeshwari Hospital', 'Kempegowda International Airport', 'The Garden Asia Resort', 'Wonderla Amusement Park', 'Dirt Mania Outdoor Adventures']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",0.0,low
sattva ashraya,Bidadi,west,2,New Property,578.0,696.0,785.0,0.58,"['Kengeri Metro Station', 'GR signature Mall', 'NH275', 'NICE Ring Road', 'The San Global School', 'Christ (Deemed to be University)', 'Rajarajeshwari Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Eagleton The Golf Resort', '2.9 Km']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",59.0,medium
brigade panorama,Mysore Road,west,2,Relatively New,1070.0,1271.0,,0.98,"['Kengeri Metro Station', 'MBM Square', 'Magadi Main Road', 'Marigold International School', 'Don Bosco Institute Of Technology', 'Rajarajeshwari Hospital', 'Kempegowda International Airport', 'The Garden Asia Resort', 'Wonderla Amusement Park', 'Dirt Mania Outdoor Adventures']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",115.0,medium
mars meadows,Rajarajeshwari Nagar,west,2,Under Construction,,1206.0,1342.0,0.75,"['Kalabhairava Temple', 'Gayatri Temple', 'Ganesha Temple', 'Raghavendra Swamy Mutt', 'Sri Shanmukha Temple', 'Kumaraswamy Temple', 'Shani Temple', 'Kaalikamba Temple', 'Shri Nimishamba Devi Temple', 'Patalamma Temple', 'Unity Hospital Bengaluru Urban', 'Sudhanva Health Care', 'Yogeshwara Clinic', 'Usha Vikranth Diagnostic Center and Hospital', 'Satvik Dental Clinic', 'Pramathana Dental Care', 'Sri Venkateshwara Nethralaya', 'Veturi Child Health Centre', 'Vasavi Mahal', 'Mindtree Global Village Parking Area', 'Indian Oil', 'Hdfc bank', 'Apex bank', 'Canara bank', 'Punjab national bank', 'Canara bank', 'State bank of india', 'Uco bank', 'Santhrupthi Hotel', 'Kaapi Katte', 'Andra Spice', ""Papa John's"", 'Sun Pub', 'Beijing Bites', 'Adigas Mookambike', 'Pallavi', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', 'Coffee Day', 'Monish Corner', 'Rotti Mane Dhabha', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'RNS Institute of Technology', 'Swargarani', 'BET Convent', 'Chitrakala Parishattu', 'Carmel School Ground', 'JSS Academy of Technical Education', ' library']","['Visitor Parking', 'Fitness Centre / GYM']",18.0,low
krishna arya elegance,Mahalakshmi Layout,west,2,Relatively New,978.0,1162.0,,0.92,"['Sandal soap factory metro station', 'Yeshwantpur Market', 'Jamia Masjid', 'Icici bank ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'Corporation bank ATM', 'Union bank ATM', 'Canara bank ATM', 'Sbi ATM', 'Ganesha Ground', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Aaroyha Mandir Hospital', 'NU Hospitals', 'Lourdes High School', 'Government Maternity Hospital', 'Boregowda Lingamma Hospital', 'Kanva Hospital', 'Sangolli Nursing Home', 'Sri Ranga Medicals', 'SLN medical and general stores', 'Yeswantapur Station Parking', '2-Wheeler Parking', 'Iskcon Temple Parking', 'Hindustan Petroleum', 'Petrol Pump', 'State bank of india', 'Corporation bank', 'Bank of baroda', 'PVR Cinemas', 'The Circus Canteen', 'Hotel Vande Matharam', 'Cafe Coffee Day', 'Sangam', 'Annakuta Prasadam Restaurant', 'Dakshen Veg Restaurant', 'Neetu Kitchen', 'Jetlag', 'Annapurna Restaurant', 'KFC', 'Kadamba Fast Food', 'District 6', 'Orchids The International School -', ""Little Lilly's English School"", 'M.S.Polytechnic', 'Yesvantpur junction railway station', 'Mysore Fruit Products Pvt. Ltd.', 'Sri Mookambika Trading Co', 'MahaLakshmi Layout CorporationSwimming Pool']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Park', 'Visitor Parking']",119.0,medium
mars meadows,Rajarajeshwari Nagar,west,2,Moderatly Old,1342.0,1594.0,,0.75,"['Kalabhairava Temple', 'Gayatri Temple', 'Ganesha Temple', 'Raghavendra Swamy Mutt', 'Sri Shanmukha Temple', 'Kumaraswamy Temple', 'Shani Temple', 'Kaalikamba Temple', 'Shri Nimishamba Devi Temple', 'Patalamma Temple', 'Unity Hospital Bengaluru Urban', 'Sudhanva Health Care', 'Yogeshwara Clinic', 'Usha Vikranth Diagnostic Center and Hospital', 'Satvik Dental Clinic', 'Pramathana Dental Care', 'Sri Venkateshwara Nethralaya', 'Veturi Child Health Centre', 'Vasavi Mahal', 'Mindtree Global Village Parking Area', 'Indian Oil', 'Hdfc bank', 'Apex bank', 'Canara bank', 'Punjab national bank', 'Canara bank', 'State bank of india', 'Uco bank', 'Santhrupthi Hotel', 'Kaapi Katte', 'Andra Spice', ""Papa John's"", 'Sun Pub', 'Beijing Bites', 'Adigas Mookambike', 'Pallavi', 'Rajarajeshwari Canteen', 'Dominos Pizza', '1947', 'Coffee Day', 'Monish Corner', 'Rotti Mane Dhabha', 'PANCHASHEELA POLYTECHNIC SCHOOL', 'RNS Institute of Technology', 'Swargarani', 'BET Convent', 'Chitrakala Parishattu', 'Carmel School Ground', 'JSS Academy of Technical Education', ' library']",,77.0,medium
vaastu tranquil,Kengeri,west,2,New Property,850.0,1010.0,,0.47,"['Nearest Metro Station', 'Mysore Road', 'RRS School', 'Global Academy', 'ICICI ATM', 'BGS Global Hospital', 'Kengeri Bus Stand', 'Kengeri Railway Station', 'Global Teck Park']",,0.0,low
siri sai castle,Mysore Road,west,2,Moderatly Old,1200.0,1426.0,,0.65,"['Nayandahalli metro station', 'Rajarajeshwari nagar metro station', 'Mysore road metro station', 'Jnana bharathi metro station', 'Church', 'Karnataka bank ATM', 'Icici ATM', 'Icici ATM', 'Sri Manikanta Polyclinic', 'Vasan Eye Care Hospital Rajarajeswari Nagar', 'Rc Hospital', 'Mysore Road Hi-Tech Pharma', 'Sri Manikanta Medical', 'Trust', 'Indian Oil Petrol Pump', 'Indian Oil', 'Hindustan Petroleum', 'Go Gas', 'Shell', 'Total Gaz', 'Canara bank', 'Union bank of india', 'Icici bank', 'Axis bank', 'Punjab national bank', 'Big Cinemas', 'Ashwini Bar and Restaurant', 'Gurushree Grand', 'Eastwind Delicious Biryani', ""McDonald's"", 'KFC', ""KC'S Club"", 'The Club', 'Sri Krishna Nandagokula Veg', 'Food Corner', 'Nescafe', 'Twillight Tandoor Resto', 'Stone House Cafe', 'Great Indian Bhukkad', 'PES Food Court', 'Cafe Coffe Day Express', 'Donne biryani house', 'B M Valley School', 'Vidya Vikas Polytechnic', 'Young World', 'PES University', 'Nayandahalli railway station', 'Saatvik Solutions LLP', 'Reference library', 'Lending library']",['Lift(s)'],0.0,low
temple bells premiere,ideal home layout,west,2,Moderatly Old,1015.0,1059.0,1015.0,0.7,"['Jnana bharathi metro station', 'Rajarajeshwari Temple', 'Church', 'Vinayaka Temple', 'Shri Nimishamba Devi Temple', 'Oriental bank of commerce ATM', 'Uco bank ATM', 'Icici ATM', 'Kotak mahindra bank ATM', 'Rc Hospital', 'Vasan Eye Care Hospital Rajarajeswari Nagar', 'Veturi Child Health Centre', 'Medical Center', 'Sri Venkateshwara Nethralaya', 'Vasavi Mahal', 'Trust', 'MedPlus', 'Bharat Petroleum', 'Total Gaz', 'Go Gas', 'Hindustan Petroleum', 'Axis bank', 'Icici bank', 'Canara bank', 'Kotak mahindra bank rvce branch', 'Canara bank', 'Big Cinemas', 'Mane Upahara', 'R.R. Cafe', 'Stone House Cafe', '1947', 'Twillight Tandoor Resto', 'Dominos Pizza', 'Brew Kings', 'Sri Krishna Nandagokula Veg', 'The Club', 'KFC', ""KC'S Club"", ""McDonald's"", 'Eastwind Delicious Biryani', 'Rajarajeshwari Canteen', 'Rolls Rice Cafe', 'Urban DIET', 'Rajarajeshwari Vidya Shala', ""Vice Chancellor's Lodge"", 'Young World', ""St. Anthony's PU College"", 'Orchids The International School Mysore Road', 'Sifang India Pvt. Ltd.', 'Texport Garments']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",4.0,low
shivanjali,Canara Bank Colony,west,2,Old,,1100.0,,0.65,"['Shaneshwara Temple', 'Siddi Vinayaka Temple', 'Sbi ATM', 'Canara bank ATM', 'Hdfc ATM', 'Icici subbanna garden ATM', 'Pavithra Kids Care Clinic', 'Dhanush Hospital', 'Jagjeevanram Hospital', 'Vijaya Hospital', 'Srinivasam Cancer Care Multi Speciality Hospital', 'Prashanthi Ayurvedic Centre', 'Anurag Medical Center', 'Shree Dhanvantari Ayurveda Hospital', 'Pawan Dental Clinic', 'Shridevi Hospital Bengaluru Urban', 'Gentle Dentals', 'Alpha Ortho Clinic', 'Anirudh Skin Clinic', 'Asha ENT Clinic', 'Manjula Clinic', 'SN Dental Avenue', 'Guru Shree Polyclinic', 'Government Hospital', 'Gurushree Hitech Multispeciality Hospital', 'Shanthakumari Hospital', 'Hospital Sharavathi', 'Mohan Medicals', 'Apollo', 'MedPlus', 'Omkar Refill Station', 'Sri Child Healthcare Center', 'Hindustan Petroleum', 'Janatha seva cooperative bank limited', 'Karnataka bank', 'Coastal heritage', 'Indira Canteen', ""Domino's Pizza"", 'Chang Bar & Restaurant', 'Sri Raghavendra Upaahar', 'Shri Guru Upahara', 'KFC', ""Ammi's Biryani"", 'Goli Vada Paav', ""Brahmin's cafe"", 'Beijing Bites', 'Devi Upahar', 'Hotel Manjushree', 'Chandra Gymkhana Institute', 'Global Chess Academy India']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water Storage']",120.0,medium
