bulit_area,zone_east,zone_north,zone_south,zone_west,construction_status,bhk_type,luxury_category,price_value
0.2517799352750809,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.75
0.3436893203883495,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5.38
0.161596548004315,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.26
0.2656957928802589,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.97
0.1638619201725998,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.3
0.10722761596548006,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.25
0.1250269687162891,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.94
0.17152103559870552,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.79
0.10496224379719526,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.65
0.368824163969795,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.4
0.12588996763754046,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.45
0.1209277238403452,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.45
0.17648327939590078,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.88
0.1348435814455232,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.83
0.1209277238403452,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.93
0.15091693635382958,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.75
0.1022653721682848,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.15
0.19600862998921253,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.55
0.2727076591154261,1.0,0.0,0.0,0.0,2.0,3.0,1.0,4.25
0.18932038834951456,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
0.09989212513484358,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.68
0.1378640776699029,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.6
0.2040992448759439,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.2
0.4825242718446602,0.0,1.0,0.0,0.0,0.0,3.0,2.0,11.5
0.12168284789644013,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.25
0.1707659115426106,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.75
0.16019417475728157,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
0.05889967637540453,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.51
0.05857605177993527,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2
0.1492988133764833,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.91
0.05868392664509169,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.38
0.1376483279395901,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.16
